Heat: 750.0000 | Time: 2.8330 | MPISize: 1
         3002677 function calls (2769372 primitive calls) in 7.151 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 typeinfer.py:1091(copy_type)
       14    0.000    0.000    0.000    0.000 core.py:240(icmp)
        2    0.000    0.000    0.000    0.000 lowering.py:693(stararg_handler)
        1    0.000    0.000    0.000    0.000 static_getitem.py:28(apply)
        1    0.000    0.000    0.000    0.000 __init__.py:2995(DistInfoDistribution)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
      108    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 ufunc_db.py:26(get_ufuncs)
       33    0.000    0.000    0.000    0.000 array_analysis.py:1078(remove_redefineds)
       17    0.000    0.000    0.000    0.000 controlflow.py:625(_find_topo_order)
      155    0.000    0.000    0.000    0.000 values.py:533(add)
     1084    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      312    0.000    0.000    0.000    0.000 nrtopt.py:117(<listcomp>)
      553    0.000    0.000    0.000    0.000 models.py:47(get_argument_type)
        1    0.000    0.000    0.000    0.000 enumdecl.py:3(<module>)
      421    0.000    0.000    0.000    0.000 ir.py:1238(append)
        1    0.000    0.000    0.000    0.000 lex.py:34(<module>)
      137    0.000    0.000    0.000    0.000 array_analysis.py:2988(_isarray)
      186    0.000    0.000    0.000    0.000 parfor.py:4336(process_assign)
      144    0.000    0.000    0.000    0.000 typeinfer.py:901(__setitem__)
        1    0.000    0.000    0.000    0.000 events.py:4(<module>)
      528    0.000    0.000    0.000    0.000 enum.py:356(__getitem__)
     1852    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      4/2    0.000    0.000    0.000    0.000 parfor.py:4192(simplify_parfor_body_CFG)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 ssa.py:9(<module>)
        1    0.000    0.000    0.000    0.000 parfor_lowering.py:486(_create_shape_signature)
       17    0.000    0.000    0.000    0.000 inspect.py:2879(_bind)
       94    0.000    0.000    0.000    0.000 npydecl.py:74(<listcomp>)
        2    0.000    0.000    0.000    0.000 parfor.py:681(setup)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3353(setResultsName)
        2    0.000    0.000    0.000    0.000 npyimpl.py:447(__init__)
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
        1    0.000    0.000    0.000    0.000 plyparser.py:86(template)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ufunc_db.py:46(_fill_ufunc_db)
        1    0.000    0.000    0.000    0.000 type_annotations.py:1(<module>)
        9    0.000    0.000    0.000    0.000 base.py:504(unpack_value)
        7    0.000    0.000    0.000    0.000 base.py:531(get_constant_undef)
        4    0.000    0.000    0.000    0.000 templates.py:166(make_callable_template)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:114(_add_aliases)
      110    0.000    0.000    0.000    0.000 bytecode.py:250(<genexpr>)
      100    0.000    0.000    0.000    0.000 byteflow.py:1243(has_active_try)
        5    0.000    0.000    0.000    0.000 codegen.py:183(create_ir_module)
        6    0.000    0.000    0.000    0.000 containers.py:313(__init__)
       73    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
        1    0.000    0.000    0.000    0.000 numbers.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       46    0.000    0.000    0.000    0.000 compiler_machinery.py:192(add_pass)
      395    0.000    0.000    0.000    0.000 typing.py:595(_is_dunder)
        2    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
       12    0.000    0.000    0.000    0.000 npydecl.py:131(<listcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        2    0.000    0.000    0.000    0.000 parfor.py:3942(has_cross_iter_dep)
       30    0.000    0.000    0.000    0.000 npyimpl.py:500(register_binary_operator_kernel)
       14    0.000    0.000    0.000    0.000 macros.py:44(match)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
       18    0.000    0.000    0.000    0.000 typed_passes.py:588(_do_work_call)
        4    0.000    0.000    0.000    0.000 controlflow.py:261(backbone)
      105    0.000    0.000    0.000    0.000 manager.py:16(register)
        2    0.000    0.000    0.000    0.000 parfor.py:719(get_parfors)
       14    0.000    0.000    0.000    0.000 ir_print.py:11(match)
        4    0.000    0.000    0.000    0.000 postproc.py:218(remove_dels)
        2    0.000    0.000    0.000    0.000 bytecode.py:301(from_function)
        4    0.000    0.000    0.000    0.000 containers.py:350(_make_heterogeneous_tuple)
        7    0.000    0.000    0.000    0.000 utils.py:62(wrapper)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
      188    0.000    0.000    0.000    0.000 warnings.py:449(__init__)
      265    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
      4/2    0.000    0.000    0.000    0.000 parfor.py:712(_get_parfors)
       20    0.000    0.000    0.000    0.000 scalars.py:41(from_bitwidth)
      820    0.000    0.000    0.000    0.000 version.py:352(post)
      286    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        2    0.000    0.000    0.000    0.000 controlflow.py:158(post_dominators)
        2    0.000    0.000    0.000    0.000 abstract.py:181(__getitem__)
     1598    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       54    0.000    0.000    0.000    0.000 enum.py:458(_find_data_type)
        1    0.000    0.000    0.000    0.000 gdb_hook.py:1(<module>)
     1098    0.000    0.000    0.000    0.000 models.py:88(traverse)
      200    0.000    0.000    0.000    0.000 templates.py:124(as_function)
      144    0.000    0.000    0.000    0.000 typeinfer.py:43(__init__)
      334    0.000    0.000    0.000    0.000 analysis.py:138(<genexpr>)
        1    0.000    0.000    0.000    0.000 ir_utils.py:310(replace_vars)
     1042    0.000    0.000    0.000    0.000 models.py:218(get_value_type)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
     1324    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 ssa.py:86(_iterated_domfronts)
       85    0.000    0.000    0.000    0.000 misc.py:85(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:1928(getLogger)
       30    0.000    0.000    0.000    0.000 builtins.py:317(constant_dummy)
      249    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       30    0.000    0.000    0.000    0.000 base.py:973(get_helper_class)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_file.py:1(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:186(__init__)
       12    0.000    0.000    0.000    0.000 numpy_support.py:246(resolve_output_type)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
      480    0.000    0.000    0.000    0.000 os.py:758(decode)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1131(string_from_string)
       80    0.000    0.000    0.000    0.000 context.py:641(unify_pairs)
      810    0.000    0.000    0.000    0.000 version.py:346(pre)
        1    0.000    0.000    0.000    0.000 synchronize.py:50(__init__)
       35    0.000    0.000    0.000    0.000 byteflow.py:287(op_LOAD_CONST)
       24    0.000    0.000    0.000    0.000 ir_utils.py:1569(find_const)
       63    0.000    0.000    0.000    0.000 scalars.py:32(__init__)
      109    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 externals.py:108(install)
       94    0.000    0.000    0.000    0.000 npydecl.py:52(<listcomp>)
  309/307    0.000    0.000    0.000    0.000 ir.py:234(__eq__)
       38    0.000    0.000    0.000    0.000 compiler_machinery.py:409(_does_pass_name_alias)
        7    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
      262    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
        1    0.000    0.000    0.000    0.000 setdecl.py:34(SetAttribute)
        1    0.000    0.000    0.000    0.000 externals.py:124(_do_install)
        3    0.000    0.000    0.000    0.000 pythonapi.py:876(save_thread)
       62    0.000    0.000    0.000    0.000 typeof.py:116(_typeof_int)
        6    0.000    0.000    0.000    0.000 executionengine.py:171(_raw_object_cache_notify)
       12    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
        1    0.000    0.000    0.000    0.000 bytecode.py:4(<module>)
      365    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 mathdecl.py:129(Math_frexp)
        3    0.000    0.000    0.000    0.000 dispatcher.py:629(typeof_pyval)
        4    0.000    0.000    0.000    0.000 cpu.py:41(create_module)
       88    0.000    0.000    0.000    0.000 builtins.py:546(generic)
      816    0.000    0.000    0.000    0.000 version.py:362(local)
      243    0.000    0.000    0.000    0.000 os.py:699(__iter__)
      102    0.000    0.000    0.000    0.000 parfor.py:506(list_vars)
        8    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
       20    0.000    0.000    0.000    0.000 module.py:124(name)
      410    0.000    0.000    0.000    0.000 lowering.py:265(debug_print)
      191    0.000    0.000    0.000    0.000 templates.py:1109(register_attr)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        2    0.000    0.000    0.000    0.000 compiler.py:498(define_typed_pipeline)
       15    0.000    0.000    0.000    0.000 values.py:347(descr)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
       28    0.000    0.000    0.000    0.000 cgutils.py:411(get_null_value)
      100    0.000    0.000    0.000    0.000 byteflow.py:1235(get_top_block)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:426(run_pass)
        4    0.000    0.000    0.000    0.000 enum.py:798(_missing_)
       46    0.000    0.000    0.000    0.000 compiler_machinery.py:179(_validate_pass)
      407    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
       24    0.000    0.000    0.000    0.000 array_analysis.py:456(get_equiv_const)
       34    0.000    0.000    0.000    0.000 base.py:814(get_dummy_value)
        7    0.000    0.000    0.000    0.000 lowering.py:1166(<listcomp>)
        1    0.000    0.000    0.000    0.000 bytes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:29(_define_nrt_meminfo_data)
       39    0.000    0.000    0.000    0.000 ir.py:512(static_getitem)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:135(_define_atomic_cas)
       12    0.000    0.000    0.000    0.000 interpreter.py:295(_remove_unused_temporaries)
       80    0.000    0.000    0.000    0.000 listdecl.py:128(generic)
        2    0.000    0.000    0.000    0.000 analysis.py:575(find_literally_calls)
        2    0.000    0.000    0.000    0.000 containers.py:202(__unliteral__)
        3    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
      258    0.000    0.000    0.000    0.000 os.py:754(encode)
        4    0.000    0.000    0.000    0.000 typeinfer.py:413(__call__)
      375    0.000    0.000    0.000    0.000 byteflow.py:1146(get_inst)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
        1    0.000    0.000    0.000    0.000 parfor_lowering.py:504(<listcomp>)
       12    0.000    0.000    0.000    0.000 byteflow.py:1286(get_outgoing_states)
       10    0.000    0.000    0.000    0.000 interpreter.py:693(op_LOAD_FAST)
        4    0.000    0.000    0.000    0.000 typing.py:749(__getitem__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
       85    0.000    0.000    0.000    0.000 values.py:554(__init__)
      979    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
      219    0.000    0.000    0.000    0.000 context.py:470(_remove_global)
        8    0.000    0.000    0.000    0.000 interpreter.py:1096(_binop)
      823    0.000    0.000    0.000    0.000 compiler.py:272(__getattr__)
       96    0.000    0.000    0.000    0.000 cgutils.py:228(_get_be_type)
        3    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       21    0.000    0.000    0.000    0.000 base.py:482(get_data_type)
      646    0.000    0.000    0.000    0.000 lowering.py:1249(getvar)
       12    0.000    0.000    0.000    0.000 consts.py:89(_infer_call)
        6    0.000    0.000    0.000    0.000 parfor.py:584(get_shape_classes)
       32    0.000    0.000    0.000    0.000 instructions.py:198(descr)
        4    0.000    0.000    0.000    0.000 enum.py:805(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 npydecl.py:407(register_number_classes)
       43    0.000    0.000    0.000    0.000 typeconv.py:66(set_safe_convert)
       98    0.000    0.000    0.000    0.000 types.py:446(_to_string)
   164/40    0.000    0.000    0.000    0.000 models.py:102(traverse_types)
      129    0.000    0.000    0.000    0.000 types.py:449(__eq__)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        2    0.000    0.000    0.000    0.000 npyimpl.py:458(generate)
        3    0.000    0.000    0.000    0.000 ir_utils.py:442(find_max_label)
      264    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
      656    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 common.py:3(<module>)
       10    0.000    0.000    0.000    0.000 builder.py:537(neg)
        1    0.000    0.000    0.000    0.000 executionengine.py:12(create_mcjit_compiler)
      808    0.000    0.000    0.000    0.000 version.py:357(dev)
       88    0.000    0.000    0.000    0.000 collections.py:43(generic)
       46    0.000    0.000    0.000    0.000 containers.py:217(__iter__)
